Zoning_Subdistrict,Zoning_District,Article,Map_Number,Subdistrict_Type,Subdistrict_Use,Unique_Code,Condition_Number,Condition_Text,Additional_Restrictions_or_Foot,Municode_Reference_to_Restricti,Max_FAR,Max_Height,Front_Setback,Side_Setback,Rear_Setback,Max_Dwelling_Units_Per_Area,Max_Number_of_Floors,Dwelling_Units_Factor,Amendment_Number,Latest_Amendment_Effective_Date,Color_Hex_Code,Urban_CustomID,Urban_Name,Comments,created_user,created_date,last_edited_user,last_edited_date,Shape_Length,Shape_Area,shape_wkt
OS-RC,Hyde Park Neighborhood,69,12,Recreation Open Space,Open Space,Art69_OS-RC,0,,,,,,,,,,,,,,#38A800,ART69-SUB014-0,ART69-Recreation Open Space,,,,GIS,5/7/2025 19:30:57,0.013777501628051,0.000007371426488,
OS-UW,Hyde Park Neighborhood,69,12,Urban Wild Open Space,Open Space,Art69_OS-UW,0,,,,,,,,,,,,,,#38A800,ART69-SUB016-0,ART69-Urban Wild Open Space,,,,GIS,5/7/2025 19:30:57,0.016606600437315,0.000010577915344,
2F-5000,Hyde Park Neighborhood,69,12,Two-Family Residential,Medium Residential,Art69_2F-5000,0,1 Family Detached or Semi-Attached or 2 Family Detached,,,0.500000000000000,35.000000000000000,20.000000000000000,10.000000000000000,40.000000000000000,,2.500000000000000,,,,#8B8400,ART69-SUB003-0,ART69-Two-Family Residential,,,,GIS,5/7/2025 19:30:57,0.008095070262169,0.000001710800908,
1F-6000,Hyde Park Neighborhood,69,12,One-Family Residential,Single-Family Residential,Art69_1F-6000,0,1 Family Detached,,,0.500000000000000,35.000000000000000,25.000000000000000,10.000000000000000,40.000000000000000,,2.500000000000000,,,,#c9be00,ART69-SUB001-0,ART69-One-Family Residential,,,,GIS,5/7/2025 19:30:57,0.005787886598165,0.000000580716511,
CPS,Hyde Park Neighborhood,69,12,Conservation Protection,Miscellaneous,Art69_CPS,0,Residential Use,,,0.300000000000000,35.000000000000000,50.000000000000000,50.000000000000000,50.000000000000000,,,,,,#535353,ART69-SUB005-0,ART69-Conservation Protection,,,,GIS,5/7/2025 19:30:57,0.007554199972596,0.000001099152665,
OS-UW,Hyde Park Neighborhood,69,12,Urban Wild Open Space,Open Space,Art69_OS-UW,0,,,,,,,,,,,,,,#38A800,ART69-SUB016-0,ART69-Urban Wild Open Space,,,,GIS,5/7/2025 19:30:57,0.008274329248577,0.000001909049531,
1F-6000,Hyde Park Neighborhood,69,12,One-Family Residential,Single-Family Residential,Art69_1F-6000,0,1 Family Detached,,,0.500000000000000,35.000000000000000,25.000000000000000,10.000000000000000,40.000000000000000,,2.500000000000000,,,,#c9be00,ART69-SUB001-0,ART69-One-Family Residential,,,,GIS,5/7/2025 19:30:57,0.091497174407044,0.000094752286827,
OS-UW,Hyde Park Neighborhood,69,12,Urban Wild Open Space,Open Space,Art69_OS-UW,0,,,,,,,,,,,,,,#38A800,ART69-SUB016-0,ART69-Urban Wild Open Space,,,,GIS,5/7/2025 19:30:57,0.001502525536780,0.000000133240190,"MULTIPOLYGON (((-71.130701281999961 42.268663967000066, -71.130992535999951 42.26855032900005, -71.130821646999948 42.268299010000078, -71.13074748799994 42.268189949000032, -71.130451548999986 42.268306677000055, -71.130526876999966 42.268409581000071, -71.130614636999951 42.268537586000036, -71.130701281999961 42.268663967000066)))"
OS-UW,Hyde Park Neighborhood,69,12,Urban Wild Open Space,Open Space,Art69_OS-UW,0,,,,,,,,,,,,,,#38A800,ART69-SUB016-0,ART69-Urban Wild Open Space,,,,GIS,5/7/2025 19:30:57,0.001858963394891,0.000000187554391,"MULTIPOLYGON (((-71.130192973999954 42.267976559000033, -71.130468238999981 42.267838626000071, -71.130271513999958 42.267604174000041, -71.130078721999951 42.267369373000065, -71.129787335999936 42.26751181000003, -71.129988104999939 42.267741846000035, -71.130192973999954 42.267976559000033)))"
CPS,Hyde Park Neighborhood,69,12,Conservation Protection,Miscellaneous,Art69_CPS,0,Residential Use,,,0.300000000000000,35.000000000000000,50.000000000000000,50.000000000000000,50.000000000000000,,,,,,#535353,ART69-SUB005-0,ART69-Conservation Protection,,,,GIS,5/7/2025 19:30:57,0.001476268111737,0.000000088218593,
OS-UW,Hyde Park Neighborhood,69,12,Urban Wild Open Space,Open Space,Art69_OS-UW,0,,,,,,,,,,,,,,#38A800,ART69-SUB016-0,ART69-Urban Wild Open Space,,,,GIS,5/7/2025 19:30:57,0.001620535132060,0.000000130816306,
1F-9000,Hyde Park Neighborhood,69,12,One-Family Residential,Single-Family Residential,Art69_1F-9000,0,1 Family Detached,,,0.300000000000000,35.000000000000000,25.000000000000000,10.000000000000000,40.000000000000000,,2.500000000000000,,,,#c9be00,ART69-SUB002-0,ART69-One-Family Residential,,,,GIS,5/7/2025 19:30:57,0.026609701415248,0.000030588887609,
NS-1,Hyde Park Neighborhood,69,12,Neighborhood Shopping,Commercial,Art69_NS-1,0,,,,1.000000000000000,35.000000000000000,10.000000000000000,,10.000000000000000,,3.000000000000000,,,,#990300,ART69-SUB010-0,ART69-Neighborhood Shopping,,,,GIS,5/7/2025 19:30:57,0.004318870987278,0.000001041830660,
NS-2,Hyde Park Neighborhood,69,12,Neighborhood Shopping,Commercial,Art69_NS-2,0,,,,2.000000000000000,40.000000000000000,,,10.000000000000000,,3.000000000000000,,,,#990300,ART69-SUB011-0,ART69-Neighborhood Shopping,,,,GIS,5/7/2025 19:30:57,0.038119120653029,0.000017580539896,
OS-UP,Hyde Park Neighborhood,69,12,Urban Plaza Open Space,Open Space,Art69_OS-UP,0,,,,,,,,,,,,,,#38A800,ART69-SUB015-0,ART69-Urban Plaza Open Space,,,,GIS,5/7/2025 19:30:57,0.000736453383558,0.000000032806748,
OS-P,Hyde Park Neighborhood,69,12,Parkland Open Space,Open Space,Art69_OS-P,0,,,,,,,,,,,,,,#38A800,ART69-SUB013-0,ART69-Parkland Open Space,,,,GIS,5/7/2025 19:30:57,0.011882455234069,0.000001720207722,
OS-P,Hyde Park Neighborhood,69,12,Parkland Open Space,Open Space,Art69_OS-P,0,,,,,,,,,,,,,,#38A800,ART69-SUB013-0,ART69-Parkland Open Space,,,,GIS,5/7/2025 19:30:57,0.004047859142772,0.000000371146131,
3F-4000,Hyde Park Neighborhood,69,12,Three-Family Residential,Medium Residential,Art69_3F-4000,0,Row House Building or Town House Building,,,0.800000000000000,35.000000000000000,20.000000000000000,10.000000000000000,40.000000000000000,,3.000000000000000,,,,#8B8400,ART69-SUB004-0,ART69-Three-Family Residential,typo in Municode: FAR = 8,,,GIS,5/7/2025 19:30:57,0.005452107745338,0.000001531280806,
LC,Hyde Park Neighborhood,69,12,Local Convenience,Commercial,Art69_LC,0,,,,0.500000000000000,35.000000000000000,15.000000000000000,0.000000000000000,20.000000000000000,,2.500000000000000,,,,#990300,ART69-SUB006-0,ART69-Local Convenience,,,,GIS,5/7/2025 19:30:57,0.003552900500023,0.000000485343799,
LC,Hyde Park Neighborhood,69,12,Local Convenience,Commercial,Art69_LC,0,,,,0.500000000000000,35.000000000000000,15.000000000000000,0.000000000000000,20.000000000000000,,2.500000000000000,,,,#990300,ART69-SUB006-0,ART69-Local Convenience,,,,GIS,5/7/2025 19:30:57,0.001905476035995,0.000000225610818,
LI-2,Hyde Park Neighborhood,69,12,Local Industrial,Industrial,Art69_LI-2,0,,,,2.000000000000000,35.000000000000000,,,,,,,,,#65345F,ART69-SUB008-0,ART69-Local Industrial,,,,GIS,5/7/2025 19:30:57,0.026601999433684,0.000029521414087,
1F-6000,Hyde Park Neighborhood,69,12,One-Family Residential,Single-Family Residential,Art69_1F-6000,0,1 Family Detached,,,0.500000000000000,35.000000000000000,25.000000000000000,10.000000000000000,40.000000000000000,,2.500000000000000,,,,#c9be00,ART69-SUB001-0,ART69-One-Family Residential,,,,GIS,5/7/2025 19:30:57,0.013986742717658,0.000005819964901,
CPS,Hyde Park Neighborhood,69,12,Conservation Protection,Miscellaneous,Art69_CPS,0,Residential Use,,,0.300000000000000,35.000000000000000,50.000000000000000,50.000000000000000,50.000000000000000,,,,,,#535353,ART69-SUB005-0,ART69-Conservation Protection,,,,GIS,5/7/2025 19:30:57,0.003694704790281,0.000000593427556,
1F-6000,Hyde Park Neighborhood,69,12,One-Family Residential,Single-Family Residential,Art69_1F-6000,0,1 Family Detached,,,0.500000000000000,35.000000000000000,25.000000000000000,10.000000000000000,40.000000000000000,,2.500000000000000,,,,#c9be00,ART69-SUB001-0,ART69-One-Family Residential,,,,GIS,5/7/2025 19:30:57,0.037722524820107,0.000037253915275,
OS-RC,Hyde Park Neighborhood,69,12,Recreation Open Space,Open Space,Art69_OS-RC,0,,,,,,,,,,,,,,#38A800,ART69-SUB014-0,ART69-Recreation Open Space,,,,GIS,5/7/2025 19:30:57,0.005068507194575,0.000001264548744,
LC,Hyde Park Neighborhood,69,12,Local Convenience,Commercial,Art69_LC,0,,,,0.500000000000000,35.000000000000000,15.000000000000000,0.000000000000000,20.000000000000000,,2.500000000000000,,,,#990300,ART69-SUB006-0,ART69-Local Convenience,,,,GIS,5/7/2025 19:30:57,0.007998607374985,0.000001558040785,
OS-RC,Hyde Park Neighborhood,69,12,Recreation Open Space,Open Space,Art69_OS-RC,0,,,,,,,,,,,,,,#38A800,ART69-SUB014-0,ART69-Recreation Open Space,,,,GIS,5/7/2025 19:30:57,0.001803604376338,0.000000161433147,
OS-RC,Hyde Park Neighborhood,69,12,Recreation Open Space,Open Space,Art69_OS-RC,0,,,,,,,,,,,,,,#38A800,ART69-SUB014-0,ART69-Recreation Open Space,,,,GIS,5/7/2025 19:30:57,0.018668180164860,0.000013299864338,
1F-6000,Hyde Park Neighborhood,69,12,One-Family Residential,Single-Family Residential,Art69_1F-6000,0,1 Family Detached,,,0.500000000000000,35.000000000000000,25.000000000000000,10.000000000000000,40.000000000000000,,2.500000000000000,,,,#c9be00,ART69-SUB001-0,ART69-One-Family Residential,,,,GIS,5/7/2025 19:30:57,0.026057012301939,0.000011262075523,
CPS,Hyde Park Neighborhood,69,12,Conservation Protection,Miscellaneous,Art69_CPS,0,Residential Use,,,0.300000000000000,35.000000000000000,50.000000000000000,50.000000000000000,50.000000000000000,,,,,,#535353,ART69-SUB005-0,ART69-Conservation Protection,,,,GIS,5/7/2025 19:30:57,0.003706912176595,0.000000647322851,"MULTIPOLYGON (((-71.145339533999959 42.249398609000025, -71.145067919999974 42.24805407000008, -71.144287608999946 42.248959604000049, -71.144626475999985 42.249100579000071, -71.144921571999987 42.249223918000041, -71.145158361999961 42.249322887000062, -71.145339533999959 42.249398609000025)))"
OS-CM,Hyde Park Neighborhood,69,12,Cemetery Open Space,Open Space,Art69_OS-CM,0,,,,,,,,,,,,,,#38A800,ART69-SUB012-0,ART69-Cemetery Open Space,,,,GIS,5/7/2025 19:30:57,0.021008463281576,0.000025393138275,
OS-P,Hyde Park Neighborhood,69,12,Parkland Open Space,Open Space,Art69_OS-P,0,,,,,,,,,,,,,,#38A800,ART69-SUB013-0,ART69-Parkland Open Space,,,,GIS,5/7/2025 19:30:57,0.019981423841482,0.000008189791024,
OS-P,Hyde Park Neighborhood,69,12,Parkland Open Space,Open Space,Art69_OS-P,0,,,,,,,,,,,,,,#38A800,ART69-SUB013-0,ART69-Parkland Open Space,,,,GIS,5/7/2025 19:30:57,0.021317028988819,0.000008795259345,
OS-RC,Hyde Park Neighborhood,69,12,Recreation Open Space,Open Space,Art69_OS-RC,0,,,,,,,,,,,,,,#38A800,ART69-SUB014-0,ART69-Recreation Open Space,,,,GIS,5/7/2025 19:30:57,0.002261652862299,0.000000289182722,"MULTIPOLYGON (((-71.134662858999945 42.244814703000031, -71.134987619999947 42.244462741000063, -71.134345602999986 42.244272570000078, -71.134298464999972 42.244403720000037, -71.134258414999977 42.244503742000063, -71.134227159999966 42.24459700400007, -71.134172738999951 42.24475942600003, -71.134149266999941 42.244838267000034, -71.134363435999944 42.244829565000032, -71.134662858999945 42.244814703000031)))"
CPS,Hyde Park Neighborhood,69,12,Conservation Protection,Miscellaneous,Art69_CPS,0,Residential Use,,,0.300000000000000,35.000000000000000,50.000000000000000,50.000000000000000,50.000000000000000,,,,,,#535353,ART69-SUB005-0,ART69-Conservation Protection,,,,GIS,5/7/2025 19:30:57,0.004621571596230,0.000000751731376,
LC,Hyde Park Neighborhood,69,12,Local Convenience,Commercial,Art69_LC,0,,,,0.500000000000000,35.000000000000000,15.000000000000000,0.000000000000000,20.000000000000000,,2.500000000000000,,,,#990300,ART69-SUB006-0,ART69-Local Convenience,,,,GIS,5/7/2025 19:30:57,0.003050851941333,0.000000569876754,"MULTIPOLYGON (((-71.142976524999938 42.243945254000039, -71.142974219999985 42.243907977000049, -71.143027395999979 42.243900033000045, -71.143023699999958 42.243727963000026, -71.143019882999965 42.243568871000036, -71.143009786999983 42.24314782700003, -71.142885383999953 42.24315991800006, -71.142721768999934 42.243172995000066, -71.142560212999967 42.243181549000042, -71.142170413999963 42.243200401000081, -71.142225976999953 42.243799404000072, -71.142976524999938 42.243945254000039)))"
LC,Hyde Park Neighborhood,69,12,Local Convenience,Commercial,Art69_LC,0,,,,0.500000000000000,35.000000000000000,15.000000000000000,0.000000000000000,20.000000000000000,,2.500000000000000,,,,#990300,ART69-SUB006-0,ART69-Local Convenience,,,,GIS,5/7/2025 19:30:57,0.004517343300808,0.000000866069394,
OS-RC,Hyde Park Neighborhood,69,12,Recreation Open Space,Open Space,Art69_OS-RC,0,,,,,,,,,,,,,,#38A800,ART69-SUB014-0,ART69-Recreation Open Space,,,,GIS,5/7/2025 19:30:57,0.006836759130290,0.000002203303847,
2F-5000,Hyde Park Neighborhood,69,12,Two-Family Residential,Medium Residential,Art69_2F-5000,0,1 Family Detached or Semi-Attached or 2 Family Detached,,,0.500000000000000,35.000000000000000,20.000000000000000,10.000000000000000,40.000000000000000,,2.500000000000000,,,,#8B8400,ART69-SUB003-0,ART69-Two-Family Residential,,,,GIS,5/7/2025 19:30:57,0.016209283986452,0.000009196188949,
1F-6000,Hyde Park Neighborhood,69,12,One-Family Residential,Single-Family Residential,Art69_1F-6000,0,1 Family Detached,,,0.500000000000000,35.000000000000000,25.000000000000000,10.000000000000000,40.000000000000000,,2.500000000000000,,,,#c9be00,ART69-SUB001-0,ART69-One-Family Residential,,,,GIS,5/7/2025 19:30:57,0.035709617638124,0.000026821137808,
2F-5000,Hyde Park Neighborhood,69,12,Two-Family Residential,Medium Residential,Art69_2F-5000,0,1 Family Detached or Semi-Attached or 2 Family Detached,,,0.500000000000000,35.000000000000000,20.000000000000000,10.000000000000000,40.000000000000000,,2.500000000000000,,,,#8B8400,ART69-SUB003-0,ART69-Two-Family Residential,,,,GIS,5/7/2025 19:30:57,0.040573517306305,0.000017360332600,
OS-P,Hyde Park Neighborhood,69,12,Parkland Open Space,Open Space,Art69_OS-P,0,,,,,,,,,,,,,,#38A800,ART69-SUB013-0,ART69-Parkland Open Space,,,,GIS,5/7/2025 19:30:57,0.047659944918803,0.000032548625284,
NS-1,Hyde Park Neighborhood,69,12,Neighborhood Shopping,Commercial,Art69_NS-1,0,,,,1.000000000000000,35.000000000000000,10.000000000000000,,10.000000000000000,,3.000000000000000,,,,#990300,ART69-SUB010-0,ART69-Neighborhood Shopping,,,,GIS,5/7/2025 19:30:57,0.009603735905997,0.000003320477258,
1F-6000,Hyde Park Neighborhood,69,12,One-Family Residential,Single-Family Residential,Art69_1F-6000,0,1 Family Detached,,,0.500000000000000,35.000000000000000,25.000000000000000,10.000000000000000,40.000000000000000,,2.500000000000000,,,,#c9be00,ART69-SUB001-0,ART69-One-Family Residential,,,,GIS,5/7/2025 19:30:57,0.011597466242052,0.000008233967357,
2F-5000,Hyde Park Neighborhood,69,12,Two-Family Residential,Medium Residential,Art69_2F-5000,0,1 Family Detached or Semi-Attached or 2 Family Detached,,,0.500000000000000,35.000000000000000,20.000000000000000,10.000000000000000,40.000000000000000,,2.500000000000000,,,,#8B8400,ART69-SUB003-0,ART69-Two-Family Residential,,,,GIS,5/7/2025 19:30:57,0.019798204149495,0.000013604599680,
LI-2,Hyde Park Neighborhood,69,12,Local Industrial,Industrial,Art69_LI-2,0,,,,2.000000000000000,35.000000000000000,,,,,,,,,#65345F,ART69-SUB008-0,ART69-Local Industrial,,,,GIS,5/7/2025 19:30:57,0.020193709810293,0.000013984140821,
LI-1,Hyde Park Neighborhood,69,12,Local Industrial,Industrial,Art69_LI-1,0,,,,1.000000000000000,35.000000000000000,5.000000000000000,0.000000000000000,10.000000000000000,,,,,,#65345F,ART69-SUB007-0,ART69-Local Industrial,,,,GIS,5/7/2025 19:30:57,0.084685278610759,0.000053619979769,
2F-5000,Hyde Park Neighborhood,69,12,Two-Family Residential,Medium Residential,Art69_2F-5000,0,1 Family Detached or Semi-Attached or 2 Family Detached,,,0.500000000000000,35.000000000000000,20.000000000000000,10.000000000000000,40.000000000000000,,2.500000000000000,,,,#8B8400,ART69-SUB003-0,ART69-Two-Family Residential,,,,GIS,5/7/2025 19:30:57,0.010717745076800,0.000002749091732,
LI-2,Hyde Park Neighborhood,69,12,Local Industrial,Industrial,Art69_LI-2,0,,,,2.000000000000000,35.000000000000000,,,,,,,,,#65345F,ART69-SUB008-0,ART69-Local Industrial,,,,GIS,5/7/2025 19:30:57,0.011989906159756,0.000007520089943,
OS-UW,Hyde Park Neighborhood,69,12,Urban Wild Open Space,Open Space,Art69_OS-UW,0,,,,,,,,,,,,,,#38A800,ART69-SUB016-0,ART69-Urban Wild Open Space,,,,GIS,5/7/2025 19:30:57,0.005543901147943,0.000001852511716,
OS-RC,Hyde Park Neighborhood,69,12,Recreation Open Space,Open Space,Art69_OS-RC,0,,,,,,,,,,,,,,#38A800,ART69-SUB014-0,ART69-Recreation Open Space,,,,GIS,5/7/2025 19:30:57,0.008467790301229,0.000002392359169,
LI-1,Hyde Park Neighborhood,69,12,Local Industrial,Industrial,Art69_LI-1,0,,,,1.000000000000000,35.000000000000000,5.000000000000000,0.000000000000000,10.000000000000000,,,,,,#65345F,ART69-SUB007-0,ART69-Local Industrial,,,,GIS,5/7/2025 19:30:57,0.015793528020752,0.000007259387583,
LC,Hyde Park Neighborhood,69,12,Local Convenience,Commercial,Art69_LC,0,,,,0.500000000000000,35.000000000000000,15.000000000000000,0.000000000000000,20.000000000000000,,2.500000000000000,,,,#990300,ART69-SUB006-0,ART69-Local Convenience,,,,GIS,5/7/2025 19:30:57,0.002569803551540,0.000000373958685,
LI-2,Hyde Park Neighborhood,69,12,Local Industrial,Industrial,Art69_LI-2,0,,,,2.000000000000000,35.000000000000000,,,,,,,,,#65345F,ART69-SUB008-0,ART69-Local Industrial,,,,GIS,5/7/2025 19:30:57,0.007728058800319,0.000002254066674,
3F-4000,Hyde Park Neighborhood,69,12,Three-Family Residential,Medium Residential,Art69_3F-4000,0,Row House Building or Town House Building,,,0.800000000000000,35.000000000000000,20.000000000000000,10.000000000000000,40.000000000000000,,3.000000000000000,,,,#8B8400,ART69-SUB004-0,ART69-Three-Family Residential,typo in Municode: FAR = 8,,,GIS,5/7/2025 19:30:57,0.005932190594711,0.000001909276148,
OS-UP,Hyde Park Neighborhood,69,12,Urban Plaza Open Space,Open Space,Art69_OS-UP,0,,,,,,,,,,,,,,#38A800,ART69-SUB015-0,ART69-Urban Plaza Open Space,,,,GIS,5/7/2025 19:30:57,0.000476878281878,0.000000009942113,"MULTIPOLYGON (((-71.125815032999981 42.255496535000077, -71.125770257999989 42.255346250000059, -71.125690175999978 42.255521551000072, -71.125815032999981 42.255496535000077)))"
NS-2,Hyde Park Neighborhood,69,12,Neighborhood Shopping,Commercial,Art69_NS-2,0,,,,2.000000000000000,40.000000000000000,,,10.000000000000000,,3.000000000000000,,,,#990300,ART69-SUB011-0,ART69-Neighborhood Shopping,,,,GIS,5/7/2025 19:30:57,0.006947190372870,0.000001992409982,
NS-1,Hyde Park Neighborhood,69,12,Neighborhood Shopping,Commercial,Art69_NS-1,0,,,,1.000000000000000,35.000000000000000,10.000000000000000,,10.000000000000000,,3.000000000000000,,,,#990300,ART69-SUB010-0,ART69-Neighborhood Shopping,,,,GIS,5/7/2025 19:30:57,0.011008881101918,0.000004987197484,
MFR,Hyde Park Neighborhood,69,12,Multifamily Residential,Medium Residential,Art69_MFR,0,,,,2.000000000000000,35.000000000000000,20.000000000000000,10.000000000000000,40.000000000000000,,3.000000000000000,,,,#8B8400,ART69-SUB009-0,ART69-Multifamily Residential,,,,GIS,5/7/2025 19:30:57,0.006917549097099,0.000002027214799,
OS-UW,Hyde Park Neighborhood,69,12,Urban Wild Open Space,Open Space,Art69_OS-UW,0,,,,,,,,,,,,,,#38A800,ART69-SUB016-0,ART69-Urban Wild Open Space,,,,GIS,5/7/2025 19:30:57,0.002208197651485,0.000000132270054,
OS-P,Hyde Park Neighborhood,69,12,Parkland Open Space,Open Space,Art69_OS-P,0,,,,,,,,,,,,,,#38A800,ART69-SUB013-0,ART69-Parkland Open Space,,,,GIS,5/7/2025 19:30:57,0.027474683034813,0.000006371133366,
LI-1,Hyde Park Neighborhood,69,12,Local Industrial,Industrial,Art69_LI-1,0,,,,1.000000000000000,35.000000000000000,5.000000000000000,0.000000000000000,10.000000000000000,,,,,,#65345F,ART69-SUB007-0,ART69-Local Industrial,,,,GIS,5/7/2025 19:30:57,0.008368300515763,0.000002546129422,
2F-5000,Hyde Park Neighborhood,69,12,Two-Family Residential,Medium Residential,Art69_2F-5000,0,1 Family Detached or Semi-Attached or 2 Family Detached,,,0.500000000000000,35.000000000000000,20.000000000000000,10.000000000000000,40.000000000000000,,2.500000000000000,,,,#8B8400,ART69-SUB003-0,ART69-Two-Family Residential,,,,GIS,5/7/2025 19:30:57,0.004287931554327,0.000000626973118,
2F-5000,Hyde Park Neighborhood,69,12,Two-Family Residential,Medium Residential,Art69_2F-5000,0,1 Family Detached or Semi-Attached or 2 Family Detached,,,0.500000000000000,35.000000000000000,20.000000000000000,10.000000000000000,40.000000000000000,,2.500000000000000,,,,#8B8400,ART69-SUB003-0,ART69-Two-Family Residential,,,,GIS,5/7/2025 19:30:57,0.019883357081944,0.000012663131214,
